	division	esr	region	express	source	iso3166	osm_id	lat	lon	name	station_type_en	railway
17637	Пензенское	630656	Пензенская область	2025975.0	penz	RU-PNZ	2556573726.0	53.55769348	45.19844055	97 км	halt	Куйбышевская
17638	Пензенское	630656	Пензенская область	2025975.0	penz	RU-PNZ	2556573727.0	53.557724	45.19838333	97 км	halt	Куйбышевская
17639	Пензенское	630656	Пензенская область	2025975.0	penz	RU-PNZ	1307946212.0	53.55768204	45.19841385	97 км	halt	Куйбышевская
17640	Пензенское	630660	Пензенская область	2026071.0	penz	RU-PNZ	1307946309.0	53.57392883	45.21235275	95 км	halt	Куйбышевская
17641	Пензенское	630675	Пензенская область	2026070.0	penz	RU-PNZ	2556573703.0	53.51124954	45.14358902	103 км	halt	Куйбышевская
17642	Пензенское	630675	Пензенская область	2026070.0	penz	RU-PNZ	2556573702.0	53.51121902	45.14364624	103 км	halt	Куйбышевская
17643	Пензенское	630675	Пензенская область	2026070.0	penz	RU-PNZ	2555061371.0	53.51122284	45.14364243	103 км	halt	Куйбышевская
17644	Пензенское	630675	Пензенская область	2026070.0	penz	RU-PNZ	1307946247.0	53.51120758	45.14361954	103 км	halt	Куйбышевская
17645	Пензенское	630681	Пензенская область	2026069.0	penz	RU-PNZ	2555061375.0	53.4076767	45.07589722	116 км	halt	Куйбышевская
17646	Пензенское	630681	Пензенская область	2026069.0	penz	RU-PNZ	2556573711.0	53.4076767	45.07590485	116 км	halt	Куйбышевская
17647	Пензенское	630681	Пензенская область	2026069.0	penz	RU-PNZ	2556573710.0	53.40766907	45.07582855	116 км	halt	Куйбышевская
17648	Пензенское	630681	Пензенская область	2026069.0	penz	RU-PNZ	1307946231.0	53.40769196	45.07588959	116 км	halt	Куйбышевская
17649		630694	Пензенская область	2024242.0	penz	RU-PNZ	2556573709.0	53.45008469	45.10410309	111 км	halt	Куйбышевская
17650		630694	Пензенская область	2024242.0	penz	RU-PNZ	2556573708.0	53.4500618	45.10416412	111 км	halt	Куйбышевская
17651		630694	Пензенская область	2024242.0	penz	RU-PNZ	2555061374.0	53.4500618	45.10416031	111 км	halt	Куйбышевская
17652		630694	Пензенская область	2024242.0	penz	RU-PNZ	412548512.0	53.45005035	45.10414124	111 км	halt	Куйбышевская
17653	Пензенское	630707	Пензенская область	2024542.0	penz	RU-PNZ	155095842.0	53.58753586	45.22264862	Лунино	station	Куйбышевская
17654	Пензенское	630711	Пензенская область	2024937.0	penz	RU-PNZ				86 км		Куйбышевская
17655	Пензенское	630726	Пензенская область	2025976.0	penz	RU-PNZ	412548569.0	53.60433578	45.13321686	82 км	halt	Куйбышевская
17656	Пензенское	630726	Пензенская область	2025976.0	penz	RU-PNZ	2555061379.0	53.60430908	45.1332283	82 км	halt	Куйбышевская
17657	Пензенское	630726	Пензенская область	2025976.0	penz	RU-PNZ	2556573719.0	53.60430908	45.13323593	82 км	halt	Куйбышевская
17658	Пензенское	630726	Пензенская область	2025976.0	penz	RU-PNZ	2556573718.0	53.60429382	45.13316345	82 км	halt	Куйбышевская
17659	Пензенское	630730	Пензенская область	2026072.0	penz	RU-PNZ				88 км		Куйбышевская
17660	Пензенское	630800	Пензенская область	2024541.0	penz	RU-PNZ	1307946151.0	53.6171608	45.10879517	Гольцовка	station	Куйбышевская
17661	Пензенское	630815	Пензенская область	2024936.0	penz	RU-PNZ				71 км		Куйбышевская
17662	Пензенское	630834	Пензенская область	2026073.0	penz	RU-PNZ				76 км		Куйбышевская
17663	Пензенское	630904	Пензенская область	2024539.0	penz	RU-PNZ	412566107.0	53.65232086	44.94169617	Танеевка	station	Куйбышевская
17664	Пензенское	630919	Пензенская область	2024935.0	penz	RU-PNZ	2556573717.0	53.70846939	44.94404602	54 км	station	Куйбышевская
17665	Пензенское	630919	Пензенская область	2024935.0	penz	RU-PNZ	2556573716.0	53.70842361	44.94404221	54 км	station	Куйбышевская
17666	Пензенское	630919	Пензенская область	2024935.0	penz	RU-PNZ	412566162.0	53.70839691	44.94395828	54 км	station	Куйбышевская
17667	Пензенское	630919	Пензенская область	2024935.0	penz	RU-PNZ	2555061378.0	53.70842743	44.94404221	54 км	station	Куйбышевская
17668	Пензенское	630923	Пензенская область	2024538.0	penz	RU-PNZ	3038425487.0	53.75801849	44.98200989	Анучино	station	Куйбышевская
17669	Пензенское	630938	Пензенская область	2024933.0	penz	RU-PNZ	412566227.0	53.82432556	45.01296616	37 км	halt	Куйбышевская
17670	Пензенское	630942	Пензенская область	2026074.0	penz	RU-PNZ	412566240.0	53.85525131	44.98955917	33 км	halt	Куйбышевская
17671	Пензенское	630957	Пензенская область		penz	RU-PNZ				ТАНЕЕВКА		Куйбышевская
17672	Пензенское	631004	Пензенская область	2024537.0	penz	RU-PNZ	412566247.0	53.88156128	44.99695587	Булычево	station	Куйбышевская
17673	Пензенское	631019	Республика Мордовия	2024536.0	mordov	RU-MO				Медведовка		Куйбышевская
17674	Пензенское	631023	Республика Мордовия	2024930.0	mordov	RU-MO	412566328.0	54.01373672	45.0041008	9 км	station	Куйбышевская
17675	Пензенское	631023	Республика Мордовия	2024930.0	mordov	RU-MO	1961180109.0	54.20083618	42.33312607	9 км	halt	Куйбышевская
17676	Пензенское	631038	Республика Мордовия		mordov	RU-MO				3 км		Куйбышевская
17677	Пензенское	631042	Республика Мордовия	2026075.0	mordov	RU-MO				24 км		Куйбышевская
17678	Пензенское	631108	Рязанская область	2024552.0	ryazan	RU-RYA	1911107199.0	53.74473953	40.42707825	Кензино	station	Куйбышевская
17679	Пензенское	631112	Рязанская область	2024124.0	ryazan	RU-RYA	3773737958.0	53.75461197	40.35189438	333 км	halt	Куйбышевская
17680	Пензенское	631127	Рязанская область	2024551.0	ryazan	RU-RYA	209477356.0	53.74863434	40.25302124	Еголдаево	station	Куйбышевская
17681	Пензенское	631131	Рязанская область	2024123.0	ryazan	RU-RYA	3773735472.0	53.73922348	40.20695496	323 км	halt	Куйбышевская
17682	Пензенское	631146	Рязанская область	2026023.0	ryazan	RU-RYA				320 км		Куйбышевская
17683	Пензенское	631315	Рязанская область	2024554.0	ryazan	RU-RYA	209477104.0	53.71052933	40.58338928	Сухарево	halt	Куйбышевская
17684	Пензенское	631413	Рязанская область	2024913.0	ryazan	RU-RYA	209476987.0	53.69987488	40.86716843	Малютино	halt	Куйбышевская
17685	Пензенское	631428	Рязанская область	2024555.0	ryazan	RU-RYA	340075954.0	53.68886948	40.7281189	Желобово	station	Куйбышевская
17686		631432	Рязанская область	2024244.0	ryazan	RU-RYA	1911296653.0	53.69448853	40.81642151	365 км	halt	Куйбышевская
17687	Пензенское	631502	Рязанская область	2024556.0	ryazan	RU-RYA	1236953773.0	53.70861816	40.98907852	Вёрда	station	Куйбышевская
17688	Пензенское	631517	Рязанская область	2024908.0	ryazan	RU-RYA	1236953770.0	53.66662598	41.0430069	Кривский	halt	Куйбышевская
17689	Пензенское	631610	Рязанская область	2024558.0	ryazan	RU-RYA	1236953764.0	53.60425568	41.22330093	Муравлянка	halt	Куйбышевская
17690	Пензенское	631625	Рязанская область	2024557.0	ryazan	RU-RYA	854686982.0	53.64172745	41.12097168	Ремизово	station	Куйбышевская
17691	Пензенское	631714	Тамбовская область	2024561.0	tambov	RU-TAM	1236953892.0	53.50574493	41.42859268	Хлудово	station	Куйбышевская
17692	Пензенское	631729	Рязанская область	2024559.0	ryazan	RU-RYA	1236953759.0	53.55641556	41.29733658	Ягодное	halt	Куйбышевская
17693	Пензенское	631907	Тамбовская область		tambov	RU-TAM				Ракша		Куйбышевская
17694	Пензенское	631911	Тамбовская область	2024879.0	tambov	RU-TAM	3780921926.0	53.4686203	41.66081619	Базево	station	Куйбышевская
