from_esr;from_name;to_esr;to_name
38101;Ручьи;38309;Парнас
;;;
;;;
38205;Санкт-Петербург-Финляндский;38402;Санкт-Петербург-Финляндский (эксп.)
38215;Ланская;38525;Удельная
38215;Ланская;38900;Новая Деревня
;;;
38309;Парнас;38510;Парголово
38402;Санкт-Петербург-Финляндский (эксп.);38215;Ланская
38417;ОП Озерки;38506;Шувалово
38506;Шувалово;38510;Парголово
38510;Парголово;38807;Левашово
;;;
38525;Удельная;38417;ОП Озерки
38703;Лисий Нос (эксп.);39000;Лисий Нос
38807;Левашово;38811;ОП Песочная
38811;ОП Песочная;38826;ОП Дибуны
38826;ОП Дибуны;39208;Белоостров
38900;Новая Деревня;38953;ОП Платформа Старая Деревня
38915;Лахта;38920;ОП Ольгино
38920;ОП Ольгино;38703;Лисий Нос (эксп.)
38953;ОП Платформа Старая Деревня;38968;ОП Платформа Яхтенная
38968;ОП Платформа Яхтенная;38915;Лахта
39000;Лисий Нос;39015;ОП Горская
39015;ОП Горская;39025;ОП Александровская-Финляндская
39025;ОП Александровская-Финляндская;39034;ОП Тарховка
39034;ОП Тарховка;39049;ОП Разлив
39049;ОП Разлив;39053;Сестрорецк
39053;Сестрорецк;39119;ОП Курорт
39119;ОП Курорт;39208;Белоостров
;;;
;;;
39208;Белоостров;39212;ОП Солнечное
39212;ОП Солнечное;39227;ОП Репино
39227;ОП Репино;39231;ОП Комарово
39231;ОП Комарово;39301;Зеленогорск
39301;Зеленогорск;39316;ОП Ушково
39316;ОП Ушково;39405;Рощино
39316;ОП Ушково;39320;ОП Молодежная
39320;ОП Молодежная;39706;Приветненское
39405;Рощино;39410;ОП Ост. Пункт 63 км
39410;ОП Ост. Пункт 63 км;39513;ОП Горьковское
39513;ОП Горьковское;39528;ОП Ост. Пункт 73 км
39528;ОП Ост. Пункт 73 км;39602;Каннельярви
39602;Каннельярви;39617;ОП Заходское
39617;ОП Заходское;20803;Кирилловское
39706;Приветненское;39710;ОП Ост. Пункт 71 км
39710;ОП Ост. Пункт 71 км;39759;ОП Ост. пункт 72 км
39725;ОП Местерьярви;39730;ОП Яппиля
39730;ОП Яппиля;39763;ОП Зеркальный
39744;ОП Тарасовское;39814;ОП Куолемаярви
39759;ОП Ост. пункт 72 км;39725;ОП Местерьярви
39763;ОП Зеркальный;39744;ОП Тарасовское
39814;ОП Куолемаярви;39829;ОП Ост. пункт 106 км
39829;ОП Ост. пункт 106 км;20201;Ермилово
;;;
40008;Волховстрой I;48001;Волховстрой II
40008;Волховстрой I;45444;ОП Новооктябрьский
40012;ОП Ост. Пункт 119 км;40008;Волховстрой I
40027;ОП Ост. Пункт 115 км;40050;Блокпост 116 км
40031;Пупышево;40027;ОП Ост. Пункт 115 км
40046;ОП Ост. Пункт 106 км;40031;Пупышево
40050;Блокпост 116 км;40012;ОП Ост. Пункт 119 км
;;;
40101;Великий Новгород;40116;ОП Новгород-Депо
;;;
40116;ОП Новгород-Депо;40120;ОП Новгород-Лужский
40120;ОП Новгород-Лужский;40135;ОП Ост. Пункт 88 км
40135;ОП Ост. Пункт 88 км;40154;ОП Нащи
40154;ОП Нащи;40169;ОП Ост. пункт 73 км
40169;ОП Ост. пункт 73 км;40173;ОП Люболяды
40173;ОП Люболяды;40188;ОП Ост. Пункт 63 км
40188;ОП Ост. Пункт 63 км;40531;ОП Ост. Пункт 58 км
40212;ОП Вяжище;40756;ОП Менделеевская
40224;ОП Болотная;40212;ОП Вяжище
40239;ОП Татино;40224;ОП Болотная
40243;ОП Горенка;40239;ОП Татино
40262;ОП Кересть;40281;ОП Ост. Пункт 128 км
40281;ОП Ост. Пункт 128 км;40243;ОП Горенка
40510;ОП Ост. Пункт 50 км;40525;ОП Радом
40525;ОП Радом;58302;Батецкая
40531;ОП Ост. Пункт 58 км;40544;ОП Мойка
40544;ОП Мойка;40510;ОП Ост. Пункт 50 км
40614;ОП Трегубово;40671;Спасская Полисть
40629;ОП Ляндо;40614;ОП Трегубово
40633;ОП Ост. Пункт 9 км;40629;ОП Ляндо
40648;ОП Ост. Пункт 30 км;40652;ОП Мясной Бор
40652;ОП Мясной Бор;40667;ОП Ост. Пункт 32 км
40667;ОП Ост. Пункт 32 км;40703;Подберезье
40671;Спасская Полисть;40648;ОП Ост. Пункт 30 км
40703;Подберезье;40722;Разъезд 64 км
40722;Разъезд 64 км;40737;ОП Павловская
40737;ОП Павловская;40741;ОП Новгород-Депо
40741;ОП Новгород-Депо;40101;Великий Новгород
40756;ОП Менделеевская;40101;Великий Новгород
40915;ОП Огорелье;40987;Рогавка
40927;ОП Ост. пункт 104 км;40915;ОП Огорелье
40934;ОП Ост. пункт 101 км;40927;ОП Ост. пункт 104 км
40949;ОП Радофинниково;40953;ОП Ост. пункт 100 км
40953;ОП Ост. пункт 100 км;40934;ОП Ост. пункт 101 км
40987;Рогавка;40262;ОП Кересть
41015;ОП Еглино;40949;ОП Радофинниково
41022;ОП Ост. Пункт 77 км;41015;ОП Еглино
41034;ОП Кастенская;41022;ОП Ост. Пункт 77 км
41049;ОП Лустовка;41034;ОП Кастенская
41053;ОП Платформа 52 км;41049;ОП Лустовка
41072;ОП Ост. Пункт 46 км;41091;ОП Ост. пункт 48 км
41091;ОП Ост. пункт 48 км;41053;ОП Платформа 52 км
41104;Боровенка;53722;ОП Заозерье
41119;ОП Вялка;41123;ОП Ост. пункт 226 км
41123;ОП Ост. пункт 226 км;41104;Боровенка
41138;ОП Ост. Пункт 220 км;41119;ОП Вялка
41208;Торбино;41138;ОП Ост. Пункт 220 км
41212;ОП Ост. Пункт 211 км;41208;Торбино
41227;ОП Оксочи;41212;ОП Ост. Пункт 211 км
41231;ОП Ост. Пункт 203 км;41265;ОП Ост. пункт 204 км
41265;ОП Ост. пункт 204 км;41227;ОП Оксочи
41316;ОП Ост. Пункт 190 км;41320;ОП Веребье
41320;ОП Веребье;41335;ОП Ост. Пункт 198 км
41335;ОП Ост. Пункт 198 км;41341;ОП Ост. пункт 200 км
41341;ОП Ост. пункт 200 км;41231;ОП Ост. Пункт 203 км
41418;Мстинский Мост;41316;ОП Ост. Пункт 190 км
41424;ОП Ост. пункт 186 км;41418;Мстинский Мост
41439;Бурга;41424;ОП Ост. пункт 186 км
41513;ОП Красненка;41439;Бурга
41528;Блокпост 113 км;41566;ОП Ост. пункт 172 км
41566;ОП Ост. пункт 172 км;41513;ОП Красненка
41602;Малая Вишера;41528;Блокпост 113 км
41621;Большая Вишера;41602;Малая Вишера
41710;ОП Ост. Пункт 144 км;41621;Большая Вишера
41814;ОП Дубцы;41852;Гряды
41829;ОП Ост. Пункт 130 км;41814;ОП Дубцы
41833;ОП Волхов Мост;41829;ОП Ост. Пункт 130 км
41848;ОП Волхово;41833;ОП Волхов Мост
41852;Гряды;41710;ОП Ост. Пункт 144 км
;;;
42003;Чудово-Московское;41848;ОП Волхово
;;;
42003;Чудово-Московское;42018;ОП Чудово-Новгородское
42018;ОП Чудово-Новгородское;40633;ОП Ост. Пункт 9 км
42022;Чудово-Кировское;42003;Чудово-Московское
42037;ОП Ост. Пункт 96 км;42022;Чудово-Кировское
42041;ОП Ост. Пункт 92 км;42037;ОП Ост. Пункт 96 км
42056;ОП Водос;42041;ОП Ост. Пункт 92 км
42060;ОП Ост. Пункт 85 км;42056;ОП Водос
42075;ОП Ост. Пункт 83 км;42060;ОП Ост. Пункт 85 км
42085;Тигода;42075;ОП Ост. Пункт 83 км
;;;
;;;
42107;Ирса;42085;Тигода
42200;Торфяное;42003;Чудово-Московское
42215;ОП Ост. Пункт 106 км;42200;Торфяное
42291;ОП Бабино II;42215;ОП Ост. Пункт 106 км
42319;ОП Трубниково;42342;ОП Бабино
42323;ОП Ост. Пункт 93 км;42319;ОП Трубниково
42338;ОП Померанье;42323;ОП Ост. Пункт 93 км
42342;ОП Бабино;42291;ОП Бабино II
42408;Любань;42338;ОП Померанье
42412;ОП Болотницкая;42408;Любань
42427;ОП Соколов Ручей;42412;ОП Болотницкая
42501;Рябово;42427;ОП Соколов Ручей
42516;ОП Георгиевская;42501;Рябово
42613;Топорово;51411;Овинище II (пп)
42713;Дынино;42613;Топорово
42802;Сандово;42713;Дынино
42817;ОП Подмошва;42802;Сандово
42821;ОП Приданиха;42817;ОП Подмошва
42906;Пестово;42821;ОП Приданиха
42910;ОП Ост. Пункт 312 км;42906;Пестово
42925;ОП Дуневка;42944;ОП Ост. Пункт 309 км
42932;ОП Ост. Пункт 296 км;42925;ОП Дуневка
42944;ОП Ост. Пункт 309 км;42910;ОП Ост. Пункт 312 км
43010;Абросово;42932;ОП Ост. Пункт 296 км
43063;ОП Ост. Пункт 284 км;43010;Абросово
43114;ОП Ост. Пункт 273 км;43133;Бугры
43129;ОП Ост. Пункт 270 км;43114;ОП Ост. Пункт 273 км
43133;Бугры;43063;ОП Ост. Пункт 284 км
;;;
43203;Кабожа;43129;ОП Ост. Пункт 270 км
;;;
43218;ОП Ост. Пункт 256 км;43203;Кабожа
43237;ОП Ост. Пункт 246 км;43218;ОП Ост. Пункт 256 км
43504;Чагода;43608;Огарево
43519;ОП Тургош;43504;Чагода
43608;Огарево;43612;ОП Приворот
43612;ОП Приворот;43720;ОП Горны
43720;ОП Горны;43203;Кабожа
43819;ОП Ост. Пункт 235 км;43824;Кушавера
43824;Кушавера;43237;ОП Ост. Пункт 246 км
43909;Хвойная;43819;ОП Ост. Пункт 235 км
44009;Песь;43909;Хвойная
44013;ОП Ракитино;44009;Песь
44102;Соминка;44013;ОП Ракитино
44206;Анциферово-Мологское;44102;Соминка
